no.	gen	evalFit	result	time(ms)
1	3329	20045	44	246038
2	3285	19783	44	239659
3	3237	19492	44	237488
4	3535	21283	44	250769
5	3548	21373	44	249236
6	3330	20057	44	251902
7	3629	21857	44	258831
8	3367	20280	44	245808
9	3094	18631	44	229648
10	3144	18931	44	233064
11	3164	19045	44	235323
12	3254	19592	44	233961
13	3197	19253	44	235770
14	3290	19811	44	240120
15	3235	19479	44	240810
16	3962	23870	44	274250
17	3849	23187	44	264715
18	4415	26599	44	293653
19	3354	20199	44	246439
20	3612	21755	44	255935
21	3564	21464	44	248515
22	3932	23681	44	262031
23	3358	20219	44	245951
24	3526	21237	44	250958
25	3262	19647	44	239342
26	3519	21191	44	252017
27	3174	19111	44	236516
28	3418	20583	44	246582
29	2995	18024	44	224868
30	2981	17944	44	224171
N	R	field	yita	Up	TRIAL	pop	K1	K2	Gm	MUI	best	mean	worst	evalFit	ok%	avgT(ms)
10000	5	6400	7.13998	44	30	3	5	5	100	0.5	44	44	44	20587	100%	246479
no.	gen	evalFit	result	time(ms)
1	3813	22963	68	331058
2	3663	22057	68	317591
3	4041	24333	68	343559
4	4188	25219	68	356582
5	4396	26481	68	344720
6	4186	25207	68	3071429
7	3472	20906	68	311294
8	4321	26029	68	361876
9	3645	21939	68	320892
10	4982	30002	67	412653
11	3234	19463	68	302840
12	4257	25631	68	361429
13	4401	26513	68	368132
14	4981	30006	67	399227
15	3859	23235	68	336175
16	4073	24527	68	347015
17	3675	22132	68	315843
18	4909	29562	68	396444
19	4196	25272	68	355532
20	4339	26138	68	378591
21	4145	24965	68	366183
22	3669	22092	68	330956
23	4981	30006	67	380037
24	3920	23604	68	318966
25	4174	25144	68	339146
26	4201	25301	68	367844
27	4982	30006	67	412930
28	4704	28334	68	393516
29	3634	21877	68	317600
30	3916	23578	68	347967
N	R	field	yita	Up	TRIAL	pop	K1	K2	Gm	MUI	best	mean	worst	evalFit	ok%	avgT(ms)
10000	5	6400	4.61999	68	30	3	5	5	100	0.5	68	67.8667	67	25084	86.6667%	443601
no.	gen	evalFit	result	time(ms)
1	2841	17112	40	231509
2	2754	16588	40	226613
3	2626	15814	40	217844
4	2763	16638	40	229249
5	2718	16371	40	228075
6	2566	15448	40	217566
7	2667	16059	40	218246
8	2709	16308	40	225253
9	2742	16512	40	223638
10	2685	16165	40	217664
11	2590	15592	40	213618
12	2650	15956	40	227526
13	2728	16427	40	229001
14	2667	16058	40	220022
15	2847	17141	40	222252
16	3033	18268	40	231321
17	2692	16208	40	213659
18	2622	15784	40	205734
19	2836	17083	40	216497
20	2736	16479	40	210921
21	2648	15944	40	206331
22	2527	15215	40	203208
23	2648	15947	40	207563
24	2599	15648	40	206071
25	2644	15918	40	206872
26	2782	16741	40	214808
27	2679	16131	40	210234
28	2588	15576	40	203064
29	2711	16325	40	211507
30	2585	15569	40	205733
N	R	field	yita	Up	TRIAL	pop	K1	K2	Gm	MUI	best	mean	worst	evalFit	ok%	avgT(ms)
10000	5	6400	7.85398	40	30	3	5	5	100	0.5	40	40	40	16234	100%	216720
no.	gen	evalFit	result	time(ms)
1	4982	30002	69	372828
2	3733	22477	70	303403
3	4376	26352	70	338076
4	4176	25142	70	327769
5	4021	24214	70	319262
6	3861	23237	70	309029
7	3799	22864	70	306099
8	3842	23125	70	311445
9	3785	22783	70	307552
10	4049	24369	70	318716
11	4356	26227	70	335232
12	4982	30005	69	373206
13	4292	25841	70	333435
14	4168	25098	70	327401
15	4234	25492	70	330473
16	4039	24317	70	320766
17	4285	25804	70	334766
18	4549	27395	70	351343
19	4568	27517	70	351919
20	4807	28953	70	364744
21	4439	26728	70	342980
22	3771	22698	70	308577
23	3849	23173	70	309058
24	4550	27408	70	350588
25	3977	23958	70	319144
26	4399	26481	70	342513
27	4409	26543	70	341586
28	3964	23875	70	312680
29	3942	23739	70	313634
30	3973	23927	70	317125
N	R	field	yita	Up	TRIAL	pop	K1	K2	Gm	MUI	best	mean	worst	evalFit	ok%	avgT(ms)
10000	5	6400	4.48799	70	30	3	5	5	100	0.5	70	69.9333	69	25324	93.3333%	329845
