no.	gen	evalFit	result	time(ms)
1	10	65	2	32
2	9	58	2	29
3	10	64	2	32
4	8	52	2	26
5	7	46	2	25
6	10	64	2	34
7	8	54	2	31
8	8	52	2	30
9	10	65	2	30
10	10	64	2	34
11	6	40	2	20
12	8	52	2	26
13	7	46	2	23
14	8	52	2	28
15	9	58	2	34
16	7	46	2	20
17	8	52	2	26
18	7	46	2	21
19	8	53	2	23
20	6	40	2	17
21	10	64	2	30
22	8	54	2	26
23	7	46	2	22
24	8	52	2	24
25	6	40	2	17
26	10	66	2	34
27	11	70	2	28
28	10	64	2	29
29	9	58	2	28
30	9	60	2	29
N	R	field	yita	Up	TRIAL	pop	K1	K2	Gm	MUI	best	mean	worst	evalFit	ok%	avgT(ms)
200	8	1731	8.04248	2	30	3	5	5	100	0.5	2	2	2	54	100%	26.9333
no.	gen	evalFit	result	time(ms)
1	7	46	2	22
2	8	53	2	28
3	8	53	2	24
4	7	46	2	21
5	5	34	2	18
6	7	46	2	22
7	4	28	2	15
8	9	58	2	34
9	8	52	2	33
10	8	52	2	29
11	7	47	2	28
12	9	58	2	32
13	9	58	2	34
14	8	52	2	27
15	8	52	2	29
16	8	52	2	36
17	7	46	2	25
18	8	52	2	26
19	11	70	2	32
20	14	88	2	44
21	8	52	2	26
22	7	46	2	24
23	8	52	2	25
24	7	46	2	25
25	9	59	2	28
26	8	52	2	24
27	9	60	2	32
28	9	58	2	29
29	6	40	2	22
30	8	52	2	30
N	R	field	yita	Up	TRIAL	pop	K1	K2	Gm	MUI	best	mean	worst	evalFit	ok%	avgT(ms)
200	8	1768	8.04248	2	30	3	5	5	100	0.5	2	2	2	52	100%	27.4667
no.	gen	evalFit	result	time(ms)
1	12	76	2	40
2	8	52	2	31
3	8	52	2	25
4	9	58	2	32
5	13	82	2	50
6	11	72	2	38
7	10	65	2	45
8	10	64	2	34
9	9	58	2	31
10	9	58	2	31
11	8	52	2	46
12	8	52	2	34
13	7	46	2	26
14	9	59	2	31
15	9	59	2	33
16	8	53	2	31
17	12	78	2	41
18	7	46	2	23
19	7	48	2	23
20	8	52	2	29
21	9	58	2	32
22	10	64	2	34
23	10	64	2	30
24	11	70	2	35
25	10	64	2	31
26	9	58	2	29
27	6	40	2	22
28	8	53	2	27
29	12	76	2	41
30	5	34	2	17
N	R	field	yita	Up	TRIAL	pop	K1	K2	Gm	MUI	best	mean	worst	evalFit	ok%	avgT(ms)
200	8	1729	8.04248	2	30	3	5	5	100	0.5	2	2	2	58	100%	32.4
no.	gen	evalFit	result	time(ms)
