no.	gen	evalFit	result	time(ms)
1	99	599	9	409
2	92	556	9	352
3	71	430	9	278
4	70	424	9	292
5	75	454	9	310
6	128	773	9	423
7	257	1552	9	742
8	91	550	9	268
9	93	562	9	313
10	76	460	9	256
11	94	568	9	321
12	75	454	9	261
13	83	502	9	256
14	113	685	9	351
15	70	424	9	248
16	87	526	9	290
17	90	544	9	277
18	77	466	9	274
19	292	1762	9	844
20	137	829	9	396
21	134	811	9	401
22	659	3976	9	1865
23	986	5949	9	2770
24	701	4231	9	1970
25	607	3664	9	1693
26	383	2311	9	1159
27	661	3988	9	1801
28	200	1207	9	567
29	464	2800	9	1346
30	201	1216	9	594
N	R	field	yita	Up	TRIAL	pop	K1	K2	Gm	MUI	best	mean	worst	evalFit	ok%	avgT(ms)
400	10	1563	5.58505	9	30	3	5	5	100	0.5	9	9	9	1442	100%	710.9
