no.	gen	evalFit	result	time(ms)
1	56	340	5	348
2	52	318	5	302
3	41	250	5	219
4	70	425	5	356
5	58	352	5	302
6	52	316	5	241
7	101	613	5	396
8	54	330	5	230
9	60	364	5	259
10	57	346	5	243
11	53	322	5	212
12	89	538	5	364
13	42	256	5	198
14	61	371	5	263
15	62	376	5	254
16	55	334	5	226
17	51	310	5	234
18	55	335	5	241
19	59	358	5	245
20	63	382	5	251
21	46	281	5	189
22	53	322	5	227
23	50	304	5	211
24	77	468	5	310
25	55	334	5	224
26	52	316	5	229
27	45	274	5	201
28	54	330	5	227
29	48	292	5	212
30	47	286	5	204
N	R	field	yita	Up	TRIAL	pop	K1	K2	Gm	MUI	best	mean	worst	evalFit	ok%	avgT(ms)
400	8	2340	6.43398	5	30	3	5	5	100	0.5	5	5	5	348	100%	253.933
