no.	gen	evalFit	result	time(ms)
1	33	202	10	17
2	32	196	10	18
3	38	232	10	18
4	34	208	10	16
5	28	172	10	15
6	35	214	10	15
7	33	202	10	15
8	31	190	10	14
9	32	197	10	13
10	33	203	10	16
11	35	216	10	15
12	32	198	10	13
13	30	184	10	13
14	29	179	10	13
15	33	202	10	14
16	32	197	10	15
17	32	196	10	16
18	35	214	10	17
19	33	203	10	17
20	29	180	10	15
21	32	196	10	16
22	31	190	10	15
23	32	197	10	17
24	40	244	10	23
25	30	184	10	16
26	33	202	10	17
27	34	208	10	17
28	28	172	10	13
29	32	197	10	16
30	29	178	10	15
N	R	field	yita	Up	TRIAL	pop	K1	K2	Gm	MUI	best	mean	worst	evalFit	ok%	avgT(ms)
220	15	90	6.22035	10	30	3	5	5	100	0.5	10	10	10	198	100%	15.6667
