no.	gen	evalFit	result	time(ms)
1	406	2448	23	2345
2	308	1858	23	1569
3	599	3613	23	2761
4	425	2563	23	2062
5	397	2393	23	1916
6	324	1955	23	1583
7	292	1758	23	1450
8	364	2196	23	1768
9	321	1935	23	1561
10	342	2063	23	1703
11	479	2886	23	2212
12	356	2148	23	1679
13	286	1725	23	1473
14	383	2308	23	1858
15	490	2954	23	2258
16	313	1887	23	1584
17	338	2041	23	1659
18	256	1546	23	1356
19	275	1657	23	1445
20	306	1845	23	1600
21	427	2576	23	2023
22	319	1924	23	1614
23	309	1865	23	1566
24	564	3399	23	2606
25	336	2027	23	1607
26	324	1955	23	1613
27	307	1851	23	1556
28	337	2032	23	1663
29	340	2051	23	1701
30	337	2032	23	1636
N	R	field	yita	Up	TRIAL	pop	K1	K2	Gm	MUI	best	mean	worst	evalFit	ok%	avgT(ms)
800	10	1598	4.37091	23	30	3	5	5	100	0.5	23	23	23	2183	100%	1780.9
