no.	gen	evalFit	result	time(ms)
1	233	1407	16	1176
2	188	1135	16	949
3	167	1009	16	715
4	207	1251	16	818
5	222	1343	16	865
6	216	1303	16	827
7	238	1436	16	876
8	200	1206	16	782
9	185	1117	16	770
10	223	1348	16	837
11	505	3049	16	1802
12	219	1324	16	853
13	182	1098	16	735
14	212	1282	16	821
15	310	1872	16	1096
16	407	2457	16	1439
17	167	1007	16	696
18	175	1055	16	707
19	280	1688	16	1055
20	217	1310	16	836
21	212	1280	16	780
22	183	1105	16	754
23	235	1419	16	893
24	331	1999	16	1187
25	194	1168	16	798
26	196	1181	16	768
27	195	1176	16	773
28	185	1114	16	770
29	200	1207	16	790
30	240	1449	16	947
N	R	field	yita	Up	TRIAL	pop	K1	K2	Gm	MUI	best	mean	worst	evalFit	ok%	avgT(ms)
600	10	1594	4.71239	16	30	3	5	5	100	0.5	16	16	16	1393	100%	903.833
