no.	gen	evalFit	result	time(ms)
1	561	3376	45	5351
2	505	3041	45	4965
3	567	3414	45	5071
4	599	3610	45	5285
5	565	3401	45	5089
6	535	3221	45	4917
7	630	3796	45	5616
8	615	3707	45	5453
9	539	3247	45	4898
10	527	3175	45	4976
11	553	3329	45	5004
12	727	4384	45	6273
13	574	3458	45	5170
14	560	3372	45	5031
15	580	3495	45	5123
16	583	3514	45	5507
17	573	3448	45	5046
18	721	4344	45	6007
19	524	3156	45	4932
20	549	3305	45	4988
21	578	3477	45	5197
22	535	3221	45	4979
23	598	3598	45	5337
24	546	3293	45	4975
25	577	3471	45	5368
26	532	3203	45	5046
27	562	3387	45	5017
28	668	4026	45	5587
29	559	3369	45	4918
30	558	3361	45	4937
N	R	field	yita	Up	TRIAL	pop	K1	K2	Gm	MUI	best	mean	worst	evalFit	ok%	avgT(ms)
1500	10	1600	4.18879	45	30	3	5	5	100	0.5	45	45	45	3473	100%	5202.1
