no.	gen	evalFit	result	time(ms)
1	68	412	18	56
2	68	413	18	52
3	66	401	18	59
4	64	388	18	57
5	68	412	18	60
6	66	400	18	58
7	66	400	18	58
8	66	400	18	58
9	65	394	18	59
10	66	400	18	46
11	61	370	18	46
12	64	388	18	49
13	62	376	18	49
14	63	384	18	57
15	71	430	18	60
16	60	364	18	43
17	66	400	18	55
18	77	467	18	67
19	69	418	18	52
20	65	394	18	55
21	61	370	18	51
22	68	413	18	54
23	78	472	18	62
24	68	412	18	61
25	73	442	18	55
26	69	418	18	54
27	62	376	18	49
28	68	412	18	55
29	66	401	18	59
30	69	418	18	52
N	R	field	yita	Up	TRIAL	pop	K1	K2	Gm	MUI	best	mean	worst	evalFit	ok%	avgT(ms)
400	15	90	6.28319	18	30	3	5	5	100	0.5	18	18	18	404	100%	54.9333
