no.	gen	evalFit	result	time(ms)
1	2108	15001	33	182498
2	2108	15005	29	151158
3	2109	15006	31	151704
4	2105	15004	24	151718
5	2107	15005	28	172709
6	2107	15007	28	221899
7	2109	15003	32	209120
8	2107	15005	28	210213
9	2109	15006	32	205408
10	2108	15006	28	206145
11	2108	15006	28	206533
12	2108	15004	28	205470
13	2107	15004	30	204434
14	2106	15002	27	207727
15	2107	15007	28	208108
16	2107	15001	31	206971
17	2108	15002	29	207232
18	2107	15001	31	203691
19	2108	15007	30	204772
20	2108	15002	29	205134
21	2107	15007	28	208444
22	2108	15007	27	204786
23	2107	15007	27	203926
24	2109	15006	27	206634
25	2106	15001	28	206810
26	2107	15002	27	206554
27	2108	15002	33	205280
28	2106	15003	26	207804
29	2108	15002	30	207624
30	2106	15005	29	208487
no.	gen	evalFit	result	time(ms)
1	2107	15007	29	155737
2	2107	15005	25	162726
no.	gen	evalFit	result	time(ms)
1	2108	15007	27	139242
2	2106	15002	23	124030
3	2106	15001	23	124047
4	2108	15005	27	122857
5	2108	15006	27	122492
6	2109	15002	30	123210
7	2106	15001	25	123196
8	2107	15002	25	124374
9	2109	15004	29	123271
10	2108	15006	26	124181
11	2111	15002	30	172884
12	2108	15004	28	193956
13	2107	15003	27	194465
14	2107	15002	28	192892
15	2107	15006	26	194033
16	2106	15004	24	195224
17	2107	15002	26	159019
18	2107	15002	26	126414
19	2106	15004	25	127014
20	2109	15003	29	127064
21	2108	15003	28	126116
22	2107	15002	25	127271
23	2107	15001	25	126028
24	2105	15001	26	127305
25	2107	15001	28	127265
26	2106	15002	24	127410
27	2106	15004	26	127351
28	2107	15004	26	126675
29	2106	15005	26	126621
30	2107	15002	27	126634
no.	gen	evalFit	result	time(ms)
1	2107	15001	28	128777
2	2107	15007	26	129257
3	2108	15002	26	128919
4	2106	15001	24	129885
5	2107	15005	25	128240
6	2107	15006	25	129954
7	2107	15001	26	130734
8	2108	15004	27	130586
9	2107	15005	26	130742
10	2106	15001	25	128482
11	2106	15006	25	127945
12	2108	15002	27	127755
13	2106	15002	25	128361
14	2108	15007	27	128233
15	2109	15007	30	127739
16	2108	15005	28	127550
17	2108	15005	26	129338
18	2107	15004	26	130833
19	2108	15006	24	130240
20	2108	15007	30	129126
21	2108	15005	28	128257
22	2108	15004	27	128390
23	2107	15002	25	128482
24	2109	15005	31	126421
25	2107	15004	26	126569
26	2107	15003	26	127692
27	2106	15001	27	127731
28	2108	15007	28	129167
29	2107	15001	27	130667
30	2106	15001	25	128512
no.	gen	evalFit	result	time(ms)
no.	gen	evalFit	result	time(ms)
no.	gen	evalFit	result	time(ms)
