no.	gen	evalFit	result	time(ms)
26	1027	6194	15	5064
27	349	2105	15	1958
28	2489	15006	14	11871
29	2308	13919	15	11095
30	1712	10325	15	8275
N	R	field	yita	Up	TRIAL	pop	K1	K2	Gm	MUI	best	mean	worst	evalFit	ok%	avgT(ms)
800	8	2488	4.28932	15	30	3	5	5	100	0.5	15	14.8667	14	7729	86.6667%	6251.73
no.	gen	evalFit	result	time(ms)
1	312	1883	15	2289
2	2488	15002	14	11945
3	1010	6091	15	4974
4	2488	15002	13	12324
5	503	3033	15	2669
6	1023	6169	15	5146
7	1004	6057	15	4932
8	1110	6692	15	5584
9	2488	15005	14	12281
10	502	3031	15	2609
11	2488	15003	14	11700
12	452	2728	15	2419
13	436	2631	15	2292
14	2489	15006	14	11829
15	501	3023	15	2539
16	328	1976	15	1840
17	1734	10457	15	8728
18	257	1548	15	1514
19	2085	12573	15	9991
20	1011	6097	15	4931
21	311	1877	15	1683
22	425	2564	15	2212
23	497	2998	15	2670
24	1329	8015	15	6675
25	1404	8468	15	7425
26	1815	10945	15	9148
27	808	4872	15	4408
28	804	4851	15	4370
29	440	2657	15	2487
30	316	1906	15	1851
N	R	field	yita	Up	TRIAL	pop	K1	K2	Gm	MUI	best	mean	worst	evalFit	ok%	avgT(ms)
800	8	2488	4.28932	15	30	3	5	5	100	0.5	15	14.8	13	6605	83.3333%	5515.5
no.	gen	evalFit	result	time(ms)
1	1357	8185	15	7357
2	1673	10089	15	8645
3	1735	10463	15	8927
4	237	1430	15	1537
5	280	1688	15	1857
6	286	1724	15	2603
7	2488	15003	14	12812
8	1302	7851	15	6808
9	1206	7276	15	6240
10	1645	9920	15	8267
11	821	4951	15	4573
12	361	2179	15	2086
13	348	2100	15	2079
14	2488	15001	14	12561
15	509	3073	15	2723
16	848	5115	15	4705
17	435	2624	15	2483
18	1102	6647	15	5939
19	642	3875	15	3486
20	2011	12127	15	11062
21	1906	11497	15	12013
22	2489	15005	14	13041
23	2329	14047	15	11936
24	395	2380	15	2340
25	1728	10421	15	8946
26	2488	15002	14	13019
27	1056	6368	15	5613
28	663	4000	15	3601
29	2488	15003	14	12593
30	552	3331	15	3034
N	R	field	yita	Up	TRIAL	pop	K1	K2	Gm	MUI	best	mean	worst	evalFit	ok%	avgT(ms)
800	8	2488	4.28932	15	30	3	5	5	100	0.5	15	14.8333	14	7612	83.3333%	6762.87
no.	gen	evalFit	result	time(ms)
1	113	685	9	1231
2	118	713	9	1072
3	111	672	9	1115
4	118	715	9	1132
5	119	719	9	1056
6	105	637	9	959
7	104	629	9	971
8	109	659	9	915
9	114	691	9	1190
10	109	660	9	1214
11	110	666	9	976
12	133	804	9	1160
13	109	659	9	1045
14	121	732	9	1124
15	109	659	9	964
16	115	697	9	1032
17	115	695	9	999
18	131	792	9	1065
19	128	773	9	1079
20	114	689	9	928
21	125	759	9	1211
22	118	714	9	1288
23	121	734	9	1201
24	120	727	9	1005
25	114	690	9	1027
26	133	803	9	1097
27	118	714	9	1058
28	107	648	9	924
29	109	659	9	910
30	119	721	9	1001
N	R	field	yita	Up	TRIAL	pop	K1	K2	Gm	MUI	best	mean	worst	evalFit	ok%	avgT(ms)
800	8	2494	7.14887	9	30	3	5	5	100	0.5	9	9	9	703	100%	1064.97
no.	gen	evalFit	result	time(ms)
1	481	2902	15	2987
2	622	3749	15	3418
3	1108	6687	15	5775
4	1556	9381	15	7855
5	603	3641	15	3263
6	1911	11525	15	9907
7	325	1960	15	1976
8	596	3592	15	3305
9	637	3841	15	3444
10	2488	15002	14	12846
11	1024	6178	15	5396
12	2488	15004	14	12568
13	1830	11036	15	9241
14	473	2852	15	2658
15	994	5992	15	5976
16	2425	14622	15	13586
17	693	4180	15	3991
18	299	1800	15	2010
19	1815	10946	15	9300
20	824	4969	15	4321
21	2488	15002	14	12747
22	509	3072	15	3183
23	1205	7265	15	6519
24	955	5759	15	5131
25	269	1623	15	1680
26	2488	15001	14	14103
27	509	3073	15	2876
28	2488	15004	14	12793
29	1008	6076	15	5279
30	660	3983	15	3446
N	R	field	yita	Up	TRIAL	pop	K1	K2	Gm	MUI	best	mean	worst	evalFit	ok%	avgT(ms)
800	8	2488	4.28932	15	30	3	5	5	100	0.5	15	14.8333	14	7190	83.3333%	6386
no.	gen	evalFit	result	time(ms)
1	767	4625	15	4619
2	443	2672	15	2428
3	324	1952	15	1951
4	348	2099	15	1991
5	1222	7370	15	6274
6	842	5079	15	4431
7	367	2213	15	2218
8	335	2020	15	1909
9	949	5722	15	5020
10	1062	6406	15	5548
11	749	4515	15	4137
12	1203	7254	15	6299
13	2488	15003	14	13358
14	668	4030	15	3842
15	572	3446	15	3646
16	562	3389	15	3355
17	2488	15003	14	12699
18	366	2209	15	2079
19	2489	15006	14	12565
20	901	5437	15	4798
21	921	5555	15	4891
22	1210	7298	15	6308
23	519	3132	15	2870
24	2488	15002	14	12574
25	577	3478	15	3136
26	619	3733	15	3334
27	2488	15001	14	13558
28	326	1967	15	1998
29	1423	8584	15	7856
30	434	2616	15	2673
N	R	field	yita	Up	TRIAL	pop	K1	K2	Gm	MUI	best	mean	worst	evalFit	ok%	avgT(ms)
800	8	2488	4.28932	15	30	3	5	5	100	0.5	15	14.8333	14	6060	83.3333%	5412.17
no.	gen	evalFit	result	time(ms)
no.	gen	evalFit	result	time(ms)
1	163	984	11	1680
2	144	871	11	1283
3	163	985	11	1225
4	152	918	11	1229
5	164	989	11	1251
6	162	976	11	1225
7	144	869	11	1133
8	171	1032	11	1312
9	153	923	11	1168
10	182	1099	11	1384
11	182	1099	11	1376
12	171	1032	11	1280
13	147	887	11	1141
14	148	895	11	1165
15	160	967	11	1196
16	172	1039	11	1330
17	159	960	11	1223
18	165	995	11	1222
19	151	912	11	1180
20	160	967	11	1220
21	157	948	11	1125
22	171	1032	11	1249
23	179	1080	11	1317
24	190	1146	11	1370
25	144	869	11	1125
26	211	1275	11	1454
27	164	990	11	1276
28	169	1020	11	1274
29	173	1042	11	1254
30	150	905	11	1155
N	R	field	yita	Up	TRIAL	pop	K1	K2	Gm	MUI	best	mean	worst	evalFit	ok%	avgT(ms)
800	8	2468	5.84907	11	30	3	5	5	100	0.5	11	11	11	990	100%	1260.73
no.	gen	evalFit	result	time(ms)
1	57	347	4	669
2	51	310	4	643
3	62	377	4	695
4	55	335	4	499
5	81	490	4	741
6	87	526	4	714
7	48	292	4	470
8	66	400	4	606
9	86	521	4	744
10	56	340	4	500
11	57	346	4	510
12	87	526	4	711
13	59	358	4	521
14	52	316	4	472
15	56	340	4	538
16	58	353	4	501
17	70	424	4	616
18	79	478	4	639
19	90	544	4	738
20	53	322	4	493
21	48	292	4	434
22	71	430	4	643
23	71	430	4	603
24	83	502	4	665
25	66	401	4	601
26	57	348	4	528
27	58	352	4	492
28	65	394	4	566
29	63	382	4	618
30	56	340	4	512
N	R	field	yita	Up	TRIAL	pop	K1	K2	Gm	MUI	best	mean	worst	evalFit	ok%	avgT(ms)
800	8	2349	16.085	4	30	3	5	5	100	0.5	4	4	4	393	100%	589.4
no.	gen	evalFit	result	time(ms)
1	339	2045	15	2466
2	463	2791	15	2650
3	230	1388	15	1421
4	231	1393	15	1439
5	294	1770	15	1774
6	312	1883	15	1824
7	296	1783	15	1782
8	358	2160	15	2030
9	261	1574	15	1559
10	279	1682	15	1715
11	400	2411	15	2218
12	732	4411	15	3876
13	294	1770	15	1686
14	251	1517	15	1552
15	298	1797	15	1721
16	337	2034	15	2022
17	288	1734	15	1773
18	539	3251	15	2995
19	253	1527	15	1531
20	501	3023	15	2887
21	254	1532	15	1579
22	325	1961	15	1874
23	350	2112	15	2000
24	259	1562	15	1604
25	359	2165	15	2104
26	268	1615	15	1696
27	300	1807	15	1826
28	296	1783	15	1783
29	356	2147	15	2027
30	318	1917	15	1904
N	R	field	yita	Up	TRIAL	pop	K1	K2	Gm	MUI	best	mean	worst	evalFit	ok%	avgT(ms)
800	8	2491	4.28932	15	30	3	5	5	100	0.5	15	15	15	2018	100%	1977.27
no.	gen	evalFit	result	time(ms)
1	155	937	11	1621
2	160	966	11	1339
3	143	866	11	1090
4	193	1163	11	1374
5	141	852	11	1129
6	148	893	11	1133
7	155	936	11	1216
8	134	808	11	1046
9	134	811	11	1043
10	149	899	11	1156
11	161	973	11	1214
12	135	815	11	1060
13	147	889	11	1139
14	157	947	11	1186
15	145	875	11	1133
16	138	833	11	1096
17	176	1062	11	1300
18	151	911	11	1146
19	142	857	11	1338
20	153	923	11	1402
21	164	991	11	1260
22	150	904	11	1201
23	165	995	11	1400
24	145	877	11	1326
25	160	966	11	1237
26	147	889	11	1140
27	159	961	11	1178
28	151	913	11	1151
29	171	1032	11	1296
30	169	1019	11	1288
N	R	field	yita	Up	TRIAL	pop	K1	K2	Gm	MUI	best	mean	worst	evalFit	ok%	avgT(ms)
800	8	2488	5.84907	11	30	3	5	5	100	0.5	11	11	11	925	100%	1221.27
no.	gen	evalFit	result	time(ms)
1	177	1069	12	1639
2	210	1270	12	1512
3	175	1056	12	1274
4	160	966	12	1231
5	207	1249	12	1429
6	181	1091	12	1333
7	183	1103	12	1234
8	226	1367	12	1496
9	240	1447	12	1534
10	158	957	12	1098
11	187	1127	12	1284
12	188	1135	12	1316
13	153	922	12	1156
14	198	1195	12	1423
15	180	1087	12	1448
16	184	1109	12	1312
17	173	1043	12	1365
18	167	1009	12	1220
19	181	1092	12	1241
20	220	1328	12	1460
21	235	1419	12	1588
22	195	1178	12	1279
23	207	1250	12	1410
24	187	1129	12	1243
25	160	967	12	1138
26	231	1394	12	1541
27	177	1068	12	1286
28	193	1167	12	1320
29	177	1067	12	1272
30	226	1365	12	1583
N	R	field	yita	Up	TRIAL	pop	K1	K2	Gm	MUI	best	mean	worst	evalFit	ok%	avgT(ms)
800	8	2473	5.36165	12	30	3	5	5	100	0.5	12	12	12	1154	100%	1355.5
no.	gen	evalFit	result	time(ms)
1	160	966	12	1561
2	158	953	12	1310
3	213	1286	12	1515
4	153	923	12	1115
5	162	978	12	1173
6	192	1158	12	1363
7	167	1006	12	1164
8	209	1264	12	1436
9	186	1122	12	1321
10	203	1226	12	1446
11	296	1784	12	1909
12	176	1063	12	1250
13	210	1269	12	1450
14	177	1068	12	1274
15	185	1116	12	1310
16	185	1115	12	1332
17	217	1312	12	1471
18	161	974	12	1250
19	216	1304	12	1548
20	168	1013	12	1439
21	175	1055	12	1641
22	233	1408	12	1731
23	157	948	12	1134
24	386	2329	12	3255
25	232	1402	12	2163
26	213	1286	12	1518
27	171	1031	12	1299
28	177	1069	12	1290
29	161	971	12	1276
30	178	1073	12	1356
N	R	field	yita	Up	TRIAL	pop	K1	K2	Gm	MUI	best	mean	worst	evalFit	ok%	avgT(ms)
800	8	2492	5.36165	12	30	3	5	5	100	0.5	12	12	12	1182	100%	1476.67
no.	gen	evalFit	result	time(ms)
1	150	904	11	1617
2	148	893	11	1562
3	142	859	11	1118
4	135	819	11	1395
5	144	871	11	1228
6	150	907	11	1342
7	135	814	11	1303
8	144	870	11	1314
9	169	1021	11	1392
10	150	907	11	1353
11	132	796	11	1163
12	132	799	11	1267
13	135	816	11	1255
14	151	911	11	1365
15	149	901	11	1383
16	142	857	11	1241
17	145	875	11	1120
18	151	913	11	1242
19	145	875	11	1146
20	139	839	11	1173
21	151	913	11	1136
22	130	787	11	1099
23	148	893	11	1285
24	135	815	11	1074
25	141	851	11	1123
26	138	835	11	1104
27	152	919	11	1214
28	150	906	11	1212
29	194	1171	11	1497
30	144	871	11	1272
N	R	field	yita	Up	TRIAL	pop	K1	K2	Gm	MUI	best	mean	worst	evalFit	ok%	avgT(ms)
800	8	2492	5.84907	11	30	3	5	5	100	0.5	11	11	11	880	100%	1266.5
no.	gen	evalFit	result	time(ms)
1	139	841	10	1435
2	134	813	10	1236
3	137	830	10	1072
4	180	1088	10	1291
5	123	742	10	997
6	128	775	10	1032
7	162	977	10	1152
8	127	767	10	1024
9	201	1217	10	1438
10	186	1122	10	1282
11	131	792	10	1057
12	117	708	10	934
13	130	787	10	1030
14	124	749	10	943
15	131	791	10	1066
16	220	1328	10	1514
17	120	727	10	980
18	157	947	10	1188
19	125	755	10	992
20	171	1033	10	1259
21	146	882	10	1129
22	129	781	10	1049
23	139	840	10	1096
24	121	733	10	949
25	230	1389	10	1578
26	222	1342	10	1559
27	122	739	10	976
28	130	787	10	1073
29	135	815	10	1035
30	133	803	10	1081
N	R	field	yita	Up	TRIAL	pop	K1	K2	Gm	MUI	best	mean	worst	evalFit	ok%	avgT(ms)
800	8	2478	6.43398	10	30	3	5	5	100	0.5	10	10	10	896	100%	1148.23
no.	gen	evalFit	result	time(ms)
1	353	2130	15	2534
2	239	1441	15	1601
3	348	2093	15	2112
4	274	1651	15	1644
5	273	1646	15	1603
6	289	1742	15	1853
7	365	2199	15	2113
8	263	1584	15	1550
9	260	1572	15	1571
10	270	1626	15	1637
11	326	1963	15	1882
12	265	1600	15	1613
13	249	1502	15	1500
14	256	1542	15	1546
15	291	1754	15	1705
16	271	1636	15	1615
17	252	1518	15	1533
18	323	1950	15	1918
19	318	1922	15	1792
20	362	2184	15	2161
21	251	1513	15	1555
22	277	1672	15	1686
23	277	1670	15	1779
24	255	1539	15	1573
25	295	1776	15	1743
26	257	1548	15	1600
27	259	1562	15	1563
28	264	1591	15	1614
29	292	1759	15	1784
30	293	1766	15	1752
N	R	field	yita	Up	TRIAL	pop	K1	K2	Gm	MUI	best	mean	worst	evalFit	ok%	avgT(ms)
800	8	2485	4.28932	15	30	3	5	5	100	0.5	15	15	15	1721	100%	1737.73
no.	gen	evalFit	result	time(ms)
1	162	978	11	1671
2	184	1109	11	1474
3	139	839	11	1072
4	186	1125	11	1391
5	155	935	11	1188
6	159	961	11	1212
7	146	881	11	1138
8	165	996	11	1283
9	177	1070	11	1296
10	158	954	11	1193
11	161	973	11	1198
12	166	1003	11	1310
13	181	1091	11	1373
14	152	917	11	1252
15	151	912	11	1305
16	138	833	11	1166
17	151	913	11	1153
18	143	864	11	1220
19	167	1009	11	1405
20	168	1015	11	1394
21	183	1103	11	1502
22	171	1032	11	1279
23	143	863	11	1382
24	201	1217	11	1600
25	168	1013	11	1466
26	143	863	11	1098
27	168	1013	11	1408
28	172	1037	11	1484
29	152	917	11	1195
30	195	1177	11	1477
N	R	field	yita	Up	TRIAL	pop	K1	K2	Gm	MUI	best	mean	worst	evalFit	ok%	avgT(ms)
800	8	2476	5.84907	11	30	3	5	5	100	0.5	11	11	11	987	100%	1319.5
no.	gen	evalFit	result	time(ms)
1	97	586	8	1199
2	90	544	8	1007
3	111	673	8	990
4	89	538	8	846
5	96	580	8	921
6	85	514	8	865
7	110	667	8	969
8	87	526	8	897
9	112	681	8	991
10	97	587	8	925
11	113	686	8	940
12	104	631	8	966
13	90	544	8	887
14	91	550	8	878
15	105	637	8	932
16	95	574	8	923
17	92	556	8	869
18	130	787	8	1131
19	85	514	8	856
20	83	502	8	810
21	110	667	8	1017
22	104	630	8	915
23	93	563	8	924
24	86	520	8	870
25	94	568	8	937
26	98	592	8	925
27	95	575	8	971
28	118	713	8	1097
29	89	538	8	880
30	88	533	8	838
N	R	field	yita	Up	TRIAL	pop	K1	K2	Gm	MUI	best	mean	worst	evalFit	ok%	avgT(ms)
800	8	2489	8.04248	8	30	3	5	5	100	0.5	8	8	8	592	100%	939.2
no.	gen	evalFit	result	time(ms)
1	262	1579	14	2229
2	386	2327	14	2458
3	280	1689	14	1779
4	270	1630	14	1736
5	325	1961	14	2028
6	250	1509	14	1612
7	261	1574	14	1661
8	258	1556	14	1614
9	263	1586	14	1711
10	237	1431	14	1593
11	218	1315	14	1488
12	256	1544	14	1651
13	238	1433	14	1616
14	284	1711	14	1803
15	245	1478	14	1644
16	265	1600	14	1727
17	244	1471	14	1677
18	254	1531	14	1622
19	267	1607	14	1704
20	342	2063	14	2155
21	281	1697	14	1754
22	271	1636	14	1758
23	262	1579	14	1815
24	262	1582	14	1686
25	257	1551	14	1693
26	271	1636	14	1780
27	319	1925	14	2015
28	219	1320	14	1524
29	274	1652	14	1838
30	287	1732	14	1905
N	R	field	yita	Up	TRIAL	pop	K1	K2	Gm	MUI	best	mean	worst	evalFit	ok%	avgT(ms)
800	8	2494	4.5957	14	30	3	5	5	100	0.5	14	14	14	1630	100%	1775.87
no.	gen	evalFit	result	time(ms)
1	171	1033	12	1687
2	241	1457	12	1903
3	170	1028	12	1285
4	161	971	12	1206
5	163	983	12	1222
6	175	1055	12	1341
7	209	1262	12	1499
8	205	1239	12	1430
9	164	992	12	1348
10	179	1079	12	1340
11	174	1049	12	1277
12	179	1081	12	1318
13	164	991	12	1250
14	206	1244	12	1462
15	186	1122	12	1333
16	191	1153	12	1359
17	171	1031	12	1223
18	143	864	12	1143
19	192	1157	12	1388
20	229	1383	12	1558
21	215	1299	12	1718
22	195	1175	12	1363
23	173	1045	12	1270
24	207	1252	12	1386
25	159	961	12	1278
26	223	1347	12	1530
27	187	1127	12	1307
28	190	1147	12	1388
29	190	1146	12	1424
30	159	960	12	1192
N	R	field	yita	Up	TRIAL	pop	K1	K2	Gm	MUI	best	mean	worst	evalFit	ok%	avgT(ms)
800	8	2479	5.36165	12	30	3	5	5	100	0.5	12	12	12	1121	100%	1380.93
no.	gen	evalFit	result	time(ms)
no.	gen	evalFit	result	time(ms)
no.	gen	evalFit	result	time(ms)
no.	gen	evalFit	result	time(ms)
no.	gen	evalFit	result	time(ms)
1	247	1489	14	2101
2	274	1651	14	1868
3	315	1901	14	2010
4	223	1344	14	1497
5	274	1654	14	1700
6	283	1707	14	1829
7	245	1477	14	1658
8	242	1462	14	1572
9	250	1508	14	1564
10	250	1507	14	1710
11	274	1651	14	1774
12	544	3281	14	3290
13	343	2070	14	2125
14	236	1425	14	1593
15	310	1870	14	1920
16	278	1675	14	1817
17	304	1834	14	1901
18	249	1502	14	1673
19	247	1490	14	1687
20	225	1356	14	1547
21	235	1418	14	1554
22	280	1689	14	1876
23	261	1575	14	1646
24	258	1554	14	1669
25	318	1921	14	1978
26	507	3061	14	3069
27	298	1797	14	1878
28	267	1612	14	1751
29	219	1320	14	1434
30	250	1509	14	1675
N	R	field	yita	Up	TRIAL	pop	K1	K2	Gm	MUI	best	mean	worst	evalFit	ok%	avgT(ms)
800	8	2473	4.5957	14	30	3	5	5	100	0.5	14	14	14	1710	100%	1845.53
no.	gen	evalFit	result	time(ms)
1	290	1746	14	2447
2	254	1530	14	1632
3	295	1777	14	1818
4	345	2082	14	2005
5	275	1658	14	1664
6	355	2142	14	2073
7	516	3115	14	2940
8	271	1635	14	1696
9	314	1899	14	1964
10	245	1479	14	1618
11	233	1406	14	1536
12	329	1984	14	2003
13	320	1931	14	1904
14	240	1450	14	1535
15	281	1698	14	1806
16	236	1424	14	1543
17	309	1864	14	1909
18	256	1545	14	1647
19	259	1564	14	1697
20	272	1642	14	1737
21	259	1563	14	1595
22	234	1413	14	1537
23	267	1609	14	1624
24	318	1917	14	1921
25	433	2615	14	2563
26	420	2532	14	2519
27	260	1568	14	1666
28	248	1494	14	1666
29	277	1672	14	1808
30	322	1945	14	1963
N	R	field	yita	Up	TRIAL	pop	K1	K2	Gm	MUI	best	mean	worst	evalFit	ok%	avgT(ms)
800	8	2482	4.5957	14	30	3	5	5	100	0.5	14	14	14	1796	100%	1867.87
no.	gen	evalFit	result	time(ms)
1	107	649	9	1241
2	124	750	9	1221
3	122	738	9	1098
4	106	643	9	945
5	128	777	9	1196
6	107	649	9	945
7	120	727	9	988
8	118	715	9	1040
9	114	689	9	994
10	109	659	9	880
11	122	737	9	946
12	110	666	9	862
13	114	690	9	966
14	121	733	9	985
15	108	655	9	1010
16	96	580	9	873
17	131	792	9	1054
18	106	643	9	911
19	107	649	9	949
20	116	703	9	975
21	111	675	9	974
22	98	592	9	848
23	96	580	9	846
24	113	686	9	967
25	111	673	9	974
26	96	581	9	851
27	122	738	9	1031
28	106	643	9	930
29	123	743	9	983
30	128	776	9	1075
N	R	field	yita	Up	TRIAL	pop	K1	K2	Gm	MUI	best	mean	worst	evalFit	ok%	avgT(ms)
800	8	2473	7.14887	9	30	3	5	5	100	0.5	9	9	9	684	100%	985.267
no.	gen	evalFit	result	time(ms)
1	113	685	9	1350
2	108	656	9	1117
3	117	708	9	999
4	111	671	9	934
5	109	659	9	951
6	116	701	9	956
7	112	681	9	934
8	112	679	9	914
9	97	586	9	867
10	99	598	9	864
11	109	661	9	932
12	121	734	9	1009
13	108	656	9	900
14	107	647	9	931
15	99	599	9	871
16	111	673	9	1004
17	106	642	9	945
18	108	653	9	1051
19	129	778	9	1076
20	120	727	9	995
21	105	637	9	891
22	121	733	9	996
23	98	592	9	855
24	147	888	9	1226
25	121	732	9	1074
26	128	775	9	1186
27	119	719	9	1052
28	113	684	9	938
29	116	701	9	1022
30	111	673	9	936
N	R	field	yita	Up	TRIAL	pop	K1	K2	Gm	MUI	best	mean	worst	evalFit	ok%	avgT(ms)
800	8	2473	7.14887	9	30	3	5	5	100	0.5	9	9	9	684	100%	992.533
no.	gen	evalFit	result	time(ms)
1	93	562	9	1139
2	108	655	9	1129
3	105	637	9	1092
4	110	665	9	998
5	108	655	9	1022
6	110	665	9	948
7	107	649	9	931
8	142	857	9	1147
9	141	851	9	1197
10	118	712	9	1059
11	114	689	9	956
12	112	680	9	1048
13	110	667	9	1036
14	110	667	9	1068
15	109	663	9	944
16	97	587	9	1021
17	105	637	9	979
18	108	654	9	1082
19	99	600	9	943
20	111	673	9	1090
21	98	592	9	876
22	108	655	9	970
23	108	655	9	983
24	100	604	9	956
25	104	630	9	963
26	92	556	9	855
27	125	757	9	1027
28	119	719	9	1061
29	100	605	9	921
30	110	666	9	1002
N	R	field	yita	Up	TRIAL	pop	K1	K2	Gm	MUI	best	mean	worst	evalFit	ok%	avgT(ms)
800	8	2473	7.14887	9	30	3	5	5	100	0.5	9	9	9	662	100%	1014.77
no.	gen	evalFit	result	time(ms)
1	109	659	9	1322
2	112	679	9	1168
3	112	678	9	1033
4	113	685	9	945
5	108	653	9	959
6	116	703	9	973
7	114	689	9	990
8	130	785	9	1012
9	125	756	9	1016
10	116	703	9	943
11	116	702	9	969
12	109	661	9	937
13	117	706	9	997
14	112	677	9	923
15	113	686	9	976
16	108	653	9	962
17	108	654	9	942
18	95	574	9	843
19	96	580	9	903
20	115	697	9	936
21	99	598	9	857
22	95	574	9	881
23	115	697	9	941
24	126	763	9	1087
25	106	642	9	933
26	112	679	9	997
27	115	695	9	921
28	107	647	9	930
29	115	695	9	944
30	113	683	9	1010
N	R	field	yita	Up	TRIAL	pop	K1	K2	Gm	MUI	best	mean	worst	evalFit	ok%	avgT(ms)
800	8	2473	7.14887	9	30	3	5	5	100	0.5	9	9	9	675	100%	975
no.	gen	evalFit	result	time(ms)
1	114	688	9	1365
2	109	659	9	1156
3	105	636	9	912
4	115	697	9	973
5	108	656	9	893
6	112	680	9	957
7	92	556	9	836
8	113	687	9	980
9	113	684	9	955
10	110	666	9	932
11	112	677	9	981
12	113	684	9	965
13	112	679	9	972
14	113	685	9	970
15	111	671	9	964
16	119	721	9	1046
17	121	732	9	1071
18	145	878	9	1197
19	104	629	9	912
20	98	592	9	879
21	99	598	9	869
22	138	834	9	1106
23	106	642	9	984
24	119	721	9	1008
25	106	642	9	921
26	99	598	9	899
27	125	755	9	1074
28	115	695	9	933
29	114	692	9	1046
30	117	707	9	1013
N	R	field	yita	Up	TRIAL	pop	K1	K2	Gm	MUI	best	mean	worst	evalFit	ok%	avgT(ms)
800	8	2473	7.14887	9	30	3	5	5	100	0.5	9	9	9	681	100%	992.3
no.	gen	evalFit	result	time(ms)
1	111	671	9	1268
2	108	655	9	1150
3	105	637	9	993
4	114	691	9	978
5	103	623	9	924
6	112	677	9	895
7	121	732	9	979
8	113	685	9	935
9	119	720	9	1015
10	109	659	9	944
11	109	659	9	962
12	113	684	9	982
13	111	671	9	957
14	105	635	9	935
15	116	703	9	1008
16	129	781	9	1011
17	110	665	9	968
18	111	673	9	963
19	108	653	9	933
20	122	737	9	987
21	110	666	9	985
22	112	677	9	961
23	106	642	9	965
24	111	672	9	969
25	128	775	9	1093
26	97	586	9	835
27	119	723	9	1012
28	109	661	9	944
29	130	785	9	1167
30	108	655	9	920
N	R	field	yita	Up	TRIAL	pop	K1	K2	Gm	MUI	best	mean	worst	evalFit	ok%	avgT(ms)
800	8	2473	7.14887	9	30	3	5	5	100	0.5	9	9	9	681	100%	987.933
no.	gen	evalFit	result	time(ms)
1	116	702	9	1316
2	105	635	9	1101
3	112	679	9	1206
4	128	776	9	1038
5	109	660	9	892
6	114	688	9	894
7	101	610	9	913
8	103	624	9	913
9	116	702	9	1074
10	137	828	9	1068
11	124	751	9	1069
12	113	685	9	945
13	117	709	9	1022
14	123	742	9	976
15	109	663	9	933
16	106	642	9	889
17	113	682	9	957
18	113	685	9	898
19	122	739	9	975
20	115	695	9	913
21	114	690	9	976
22	113	687	9	1051
23	114	692	9	935
24	98	592	9	964
25	102	618	9	905
26	112	677	9	944
27	130	788	9	1133
28	126	761	9	1150
29	119	720	9	1061
