no.	gen	evalFit	result	time(ms)
30	108	653	9	898
N	R	field	yita	Up	TRIAL	pop	K1	K2	Gm	MUI	best	mean	worst	evalFit	ok%	avgT(ms)
800	8	2473	7.14887	9	30	3	5	5	100	0.5	9	9	9	692	100%	1000.3
no.	gen	evalFit	result	time(ms)
1	107	649	9	1294
2	110	666	9	1143
3	130	787	9	1046
4	117	707	9	1012
5	106	641	9	910
6	111	672	9	949
7	112	677	9	904
8	110	667	9	894
9	116	703	9	970
10	110	665	9	879
11	131	793	9	1091
12	107	648	9	894
13	110	667	9	934
14	107	648	9	925
15	98	594	9	884
16	118	717	9	905
17	113	685	9	969
18	112	678	9	976
19	100	605	9	850
20	91	550	9	804
21	108	653	9	921
22	118	712	9	926
23	121	734	9	934
24	125	757	9	1033
25	109	659	9	941
26	99	598	9	899
27	108	654	9	930
28	109	660	9	960
29	109	661	9	882
30	124	751	9	1008
N	R	field	yita	Up	TRIAL	pop	K1	K2	Gm	MUI	best	mean	worst	evalFit	ok%	avgT(ms)
800	8	2473	7.14887	9	30	3	5	5	100	0.5	9	9	9	675	100%	955.567
no.	gen	evalFit	result	time(ms)
1	189	1141	12	1706
2	183	1103	12	1459
3	169	1021	12	1222
4	175	1054	12	1284
5	164	991	12	1224
6	162	977	12	1178
7	164	989	12	1207
8	165	995	12	1227
9	189	1139	12	1353
10	190	1147	12	1353
11	179	1082	12	1264
12	193	1165	12	1357
13	170	1025	12	1244
14	167	1007	12	1202
15	177	1067	12	1304
16	175	1055	12	1313
17	159	959	12	1170
18	195	1177	12	1390
19	170	1027	12	1187
20	191	1153	12	1372
21	183	1104	12	1315
22	170	1028	12	1273
23	162	978	12	1206
24	166	1003	12	1245
25	159	959	12	1187
26	177	1069	12	1280
27	161	972	12	1236
28	159	959	12	1197
29	197	1187	12	1400
30	188	1134	12	1336
N	R	field	yita	Up	TRIAL	pop	K1	K2	Gm	MUI	best	mean	worst	evalFit	ok%	avgT(ms)
800	8	2480	5.36165	12	30	3	5	5	100	0.5	12	12	12	1055	100%	1289.7
no.	gen	evalFit	result	time(ms)
1	120	726	10	1342
2	130	785	10	1324
3	115	696	10	974
4	146	883	10	1119
5	130	785	10	1030
6	136	820	10	1109
7	126	763	10	1013
8	126	763	10	1018
9	145	875	10	1121
10	142	857	10	1128
11	149	902	10	1117
12	136	823	10	1024
13	127	768	10	1022
14	117	709	10	972
15	122	740	10	1018
16	130	786	10	1056
17	133	803	10	1029
18	131	793	10	1046
19	145	877	10	1105
20	128	772	10	1023
21	112	679	10	960
22	124	749	10	1001
23	114	689	10	942
24	138	835	10	1029
25	121	732	10	1025
26	135	818	10	1082
27	135	817	10	1135
28	132	799	10	1038
29	133	803	10	1068
30	120	725	10	975
N	R	field	yita	Up	TRIAL	pop	K1	K2	Gm	MUI	best	mean	worst	evalFit	ok%	avgT(ms)
800	8	2484	6.43398	10	30	3	5	5	100	0.5	10	10	10	785	100%	1061.5
no.	gen	evalFit	result	time(ms)
1	144	871	11	1472
2	170	1027	11	1502
3	142	859	11	1071
4	134	809	11	1027
5	144	869	11	1084
6	145	877	11	1082
7	163	984	11	1127
8	133	803	11	993
9	139	840	11	1080
10	160	966	11	1147
11	151	911	11	1125
12	134	809	11	967
13	155	935	11	1115
14	136	821	11	1004
15	157	949	11	1126
16	173	1045	11	1264
17	138	834	11	982
18	127	769	11	975
19	157	949	11	1146
20	136	821	11	1033
21	162	977	11	1192
22	154	929	11	1145
23	139	840	11	1025
24	157	948	11	1137
25	149	899	11	1076
26	142	858	11	1077
27	144	871	11	1059
28	146	882	11	1071
29	157	948	11	1166
30	161	975	11	1184
N	R	field	yita	Up	TRIAL	pop	K1	K2	Gm	MUI	best	mean	worst	evalFit	ok%	avgT(ms)
800	8	2478	5.84907	11	30	3	5	5	100	0.5	11	11	11	895	100%	1115.13
no.	gen	evalFit	result	time(ms)
1	132	798	11	1412
2	149	903	11	1309
3	130	785	11	1043
4	153	922	11	1139
5	146	882	11	1056
6	147	887	11	1092
7	147	887	11	1064
8	145	877	11	1100
9	139	839	11	1053
10	159	961	11	1142
11	137	828	11	1016
12	162	977	11	1155
13	135	817	11	1033
14	130	786	11	1013
15	164	991	11	1252
16	134	810	11	1048
17	151	915	11	1143
18	135	818	11	990
19	141	851	11	1074
20	138	835	11	1023
21	157	948	11	1183
22	134	811	11	984
23	132	799	11	1018
24	142	861	11	1062
25	141	853	11	1045
26	133	804	11	1046
27	139	839	11	1021
28	142	858	11	1069
29	136	821	11	1003
30	121	731	11	936
N	R	field	yita	Up	TRIAL	pop	K1	K2	Gm	MUI	best	mean	worst	evalFit	ok%	avgT(ms)
800	8	2478	5.84907	11	30	3	5	5	100	0.5	11	11	11	856	100%	1084.13
no.	gen	evalFit	result	time(ms)
1	135	815	11	1530
2	140	845	11	1400
3	164	990	11	1158
4	144	871	11	1108
5	127	767	11	934
6	144	869	11	1083
7	160	967	11	1167
8	124	751	11	1002
9	154	931	11	1101
10	127	770	11	939
11	148	893	11	1107
12	145	879	11	1102
13	149	901	11	1215
14	144	869	11	1045
15	145	877	11	1054
16	144	868	11	1056
17	136	820	11	1036
18	137	827	11	1028
19	132	798	11	1021
20	142	859	11	1084
21	144	870	11	1156
22	171	1031	11	1313
23	153	924	11	1070
24	151	911	11	1297
25	160	965	11	1254
26	129	779	11	1045
27	142	857	11	1278
28	163	982	11	1310
29	130	785	11	1086
30	143	863	11	1054
N	R	field	yita	Up	TRIAL	pop	K1	K2	Gm	MUI	best	mean	worst	evalFit	ok%	avgT(ms)
800	8	2481	5.84907	11	30	3	5	5	100	0.5	11	11	11	871	100%	1134.43
no.	gen	evalFit	result	time(ms)
1	153	923	11	1559
2	150	906	11	1455
3	129	779	11	1084
4	139	840	11	1154
5	148	894	11	1127
6	130	786	11	1097
7	156	944	11	1186
8	142	858	11	1115
9	150	906	11	1139
10	142	857	11	1097
11	168	1015	11	1198
12	140	847	11	1081
13	149	902	11	1111
14	153	923	11	1114
15	132	796	11	1098
16	164	989	11	1152
17	147	887	11	1078
18	155	935	11	1143
19	145	876	11	1107
20	142	857	11	1155
21	201	1217	11	1387
22	156	941	11	1132
23	138	832	11	1064
24	133	804	11	1058
25	139	840	11	1078
26	129	780	11	1003
27	134	811	11	1040
28	139	838	11	1065
29	142	859	11	1056
30	133	805	11	1043
N	R	field	yita	Up	TRIAL	pop	K1	K2	Gm	MUI	best	mean	worst	evalFit	ok%	avgT(ms)
800	8	2481	5.84907	11	30	3	5	5	100	0.5	11	11	11	881	100%	1139.2
no.	gen	evalFit	result	time(ms)
1	148	893	10	1629
2	148	895	10	1372
3	146	883	10	1101
4	154	931	10	1174
5	168	1014	10	1215
6	166	1003	10	1223
7	130	786	10	1069
8	129	779	10	1032
9	170	1026	10	1245
10	146	880	10	1106
11	146	883	10	1146
12	167	1007	10	1236
13	138	833	10	1048
14	131	791	10	1149
15	165	996	10	1364
16	124	749	10	981
17	143	863	10	1239
18	148	893	10	1268
19	144	871	10	1217
20	134	809	10	1139
21	160	965	10	1281
22	161	971	10	1297
23	143	865	10	1140
24	170	1027	10	1305
25	170	1027	10	1289
26	147	887	10	1172
27	155	935	10	1215
28	149	902	10	1127
29	130	787	10	1093
30	146	883	10	1145
N	R	field	yita	Up	TRIAL	pop	K1	K2	Gm	MUI	best	mean	worst	evalFit	ok%	avgT(ms)
800	8	2486	6.43398	10	30	3	5	5	100	0.5	10	10	10	901	100%	1200.57
