no.	gen	evalFit	result	time(ms)
2	159	961	10	943
3	174	1052	10	923
4	184	1110	10	973
5	143	863	10	743
6	153	925	10	827
7	138	833	10	768
8	129	779	10	658
9	144	869	10	768
10	127	767	10	656
11	138	834	10	726
12	154	929	10	772
13	132	798	10	696
14	164	991	10	806
15	169	1019	10	832
16	151	912	10	744
17	156	943	10	839
18	153	925	10	759
19	154	929	10	791
20	138	833	10	711
21	130	787	10	654
22	156	943	10	809
23	129	780	10	662
24	147	887	10	742
25	131	793	10	701
26	129	780	10	677
27	133	803	10	658
28	145	875	10	775
29	131	793	10	675
30	154	929	10	817
N	R	field	yita	Up	TRIAL	pop	K1	K2	Gm	MUI	best	mean	worst	evalFit	ok%	avgT(ms)
600	8	2457	4.82549	10	30	3	5	5	100	0.5	10	10	10	885	100%	772.8
no.	gen	evalFit	result	time(ms)
1	141	853	8	1065
2	301	1819	8	1796
3	117	709	8	698
4	135	817	8	764
5	128	775	8	720
6	126	763	8	753
7	113	685	8	660
8	93	562	8	599
9	89	538	8	574
10	95	574	8	580
11	97	586	8	576
12	189	1142	8	1033
13	98	592	8	592
14	91	550	8	545
15	301	1819	8	1546
16	129	781	8	729
17	109	660	8	642
18	111	675	8	641
19	98	592	8	661
20	167	1009	8	902
21	109	660	8	622
22	133	804	8	811
23	195	1177	8	1011
24	92	557	8	577
25	108	653	8	637
26	84	508	8	521
27	107	649	8	630
28	100	606	8	615
29	111	673	8	641
30	238	1436	8	1221
N	R	field	yita	Up	TRIAL	pop	K1	K2	Gm	MUI	best	mean	worst	evalFit	ok%	avgT(ms)
600	8	2450	6.03186	8	30	3	5	5	100	0.5	8	8	8	807	100%	778.733
no.	gen	evalFit	result	time(ms)
1	568	3424	12	2792
2	268	1614	12	1219
3	824	4972	12	3171
4	451	2718	12	1896
5	1179	7111	12	4648
6	1548	9336	12	5838
7	1997	12040	12	8210
8	431	2600	12	1824
9	580	3497	12	2336
10	880	5308	12	3488
11	627	3784	12	2561
12	810	4886	12	3233
13	429	2590	12	1790
14	286	1726	12	1245
15	1352	8152	12	5272
16	1644	9914	12	6514
17	685	4129	12	2879
18	352	2123	12	1565
19	1554	9375	12	6367
20	1462	8816	12	5855
21	1415	8535	12	5605
22	1387	8363	12	5516
23	363	2191	12	1611
24	925	5581	12	3986
25	939	5661	12	3913
26	867	5227	12	3951
27	1234	7442	12	5018
28	272	1640	12	1304
29	1849	11152	12	7232
30	1031	6218	12	4363
N	R	field	yita	Up	TRIAL	pop	K1	K2	Gm	MUI	best	mean	worst	evalFit	ok%	avgT(ms)
600	8	2452	4.02124	12	30	3	5	5	100	0.5	12	12	12	5670	100%	3840.07
no.	gen	evalFit	result	time(ms)
1	69	420	6	717
2	62	377	6	641
3	57	346	6	512
4	57	346	6	519
5	75	454	6	656
6	53	324	6	427
7	65	394	6	503
8	70	426	6	544
9	70	424	6	523
10	55	334	6	380
11	69	418	6	488
12	67	407	6	502
13	58	352	6	444
14	61	370	6	443
15	51	311	6	392
16	77	466	6	525
17	70	424	6	516
18	61	372	6	453
19	69	418	6	469
20	59	358	6	442
21	70	424	6	565
22	102	619	6	680
23	71	430	6	482
24	68	412	6	477
25	66	400	6	503
26	75	454	6	519
27	61	370	6	438
28	66	400	6	459
29	70	424	6	503
30	52	316	6	402
N	R	field	yita	Up	TRIAL	pop	K1	K2	Gm	MUI	best	mean	worst	evalFit	ok%	avgT(ms)
600	8	2438	8.04248	6	30	3	5	5	100	0.5	6	6	6	399	100%	504.133
no.	gen	evalFit	result	time(ms)
1	85	514	7	776
2	80	484	7	684
3	72	436	7	601
4	98	592	7	752
5	82	496	7	544
6	88	532	7	563
7	90	544	7	605
8	84	508	7	576
9	78	473	7	513
10	92	556	7	612
11	82	496	7	580
12	74	448	7	507
13	91	551	7	607
14	90	545	7	600
15	88	532	7	583
16	78	472	7	525
17	89	538	7	572
18	98	592	7	649
19	81	490	7	528
20	90	544	7	569
21	94	568	7	609
22	90	544	7	565
23	92	556	7	585
24	93	562	7	592
25	89	538	7	586
26	89	538	7	582
27	109	661	7	670
28	89	538	7	590
29	83	502	7	539
30	85	515	7	553
N	R	field	yita	Up	TRIAL	pop	K1	K2	Gm	MUI	best	mean	worst	evalFit	ok%	avgT(ms)
600	8	2458	6.89355	7	30	3	5	5	100	0.5	7	7	7	528	100%	593.9
no.	gen	evalFit	result	time(ms)
1	223	1346	10	1500
2	175	1058	10	1120
3	154	932	10	873
4	177	1067	10	937
5	177	1069	10	958
6	171	1031	10	884
7	150	905	10	829
8	236	1424	10	1160
9	261	1576	10	1262
10	181	1092	10	959
11	142	856	10	759
12	188	1135	10	946
13	147	888	10	801
14	162	977	10	876
15	228	1379	10	1108
16	181	1093	10	935
17	147	890	10	790
18	150	907	10	859
19	184	1112	10	932
20	161	973	10	883
21	180	1087	10	918
22	168	1013	10	872
23	173	1045	10	893
24	176	1063	10	956
25	157	947	10	829
26	188	1134	10	980
27	215	1300	10	1082
28	169	1019	10	888
29	235	1420	10	1230
30	166	1003	10	916
N	R	field	yita	Up	TRIAL	pop	K1	K2	Gm	MUI	best	mean	worst	evalFit	ok%	avgT(ms)
600	8	2473	4.82549	10	30	3	5	5	100	0.5	10	10	10	1091	100%	964.5
no.	gen	evalFit	result	time(ms)
1	95	574	8	815
2	109	661	8	823
3	119	721	8	842
4	107	649	8	696
5	107	649	8	648
6	107	650	8	675
7	112	681	8	646
8	110	667	8	705
9	110	666	8	763
10	98	592	8	575
11	105	637	8	593
12	107	649	8	639
13	95	574	8	555
14	81	492	8	498
15	100	604	8	587
16	106	642	8	653
17	83	502	8	525
18	85	514	8	501
19	98	593	8	610
20	94	568	8	577
21	84	508	8	553
22	108	655	8	684
23	86	520	8	534
24	90	544	8	530
25	116	703	8	628
26	123	745	8	737
27	111	672	8	678
28	92	556	8	572
29	101	610	8	650
30	93	563	8	572
N	R	field	yita	Up	TRIAL	pop	K1	K2	Gm	MUI	best	mean	worst	evalFit	ok%	avgT(ms)
600	8	2446	6.03186	8	30	3	5	5	100	0.5	8	8	8	612	100%	635.467
