no.	gen	evalFit	result	time(ms)
no.	gen	evalFit	result	time(ms)
no.	gen	evalFit	result	time(ms)
1	2105	15003	72	9061
2	2105	15006	69	8943
3	2107	15005	70	10012
4	2104	15005	67	9510
5	2104	15001	69	7324
6	2105	15004	73	7823
7	2105	15001	69	8209
8	2105	15002	70	9069
9	2105	15007	74	7325
10	2105	15007	73	9358
11	2106	15005	72	8548
12	2105	15006	66	8811
13	2105	15004	73	8551
14	2104	15006	70	9629
15	2105	15001	72	10278
16	2105	15002	71	11132
17	2106	15001	71	10280
18	2106	15001	72	10067
19	2104	15004	70	9112
20	2105	15002	73	9225
21	2104	15005	73	9773
22	2107	15002	71	10009
23	2105	15007	69	10390
24	2104	15005	70	9548
25	2105	15001	72	8202
26	2105	15004	71	9181
27	2105	15002	68	12333
28	2105	15006	68	10141
29	2105	15002	72	5295
30	2105	15005	69	5390
no.	gen	evalFit	result	time(ms)
1	2105	15002	68	9652
2	2107	15001	75	5513
3	2105	15002	71	5312
4	2105	15001	70	5575
5	2104	15002	70	5256
6	2106	15006	68	5382
7	2105	15007	69	5283
8	2106	15002	72	5223
9	2104	15003	69	5278
10	2105	15006	71	5262
11	2105	15002	70	4965
12	2106	15005	70	6058
13	2102	15002	71	7670
14	2106	15003	66	6366
15	2105	15001	71	9003
16	2105	15003	72	8250
17	2106	15004	71	8714
18	2105	15003	69	9383
19	2105	15001	70	9684
20	2106	15006	71	7817
21	2103	15004	71	7234
22	2104	15007	66	7183
23	2106	15007	66	8898
24	2107	15004	68	8814
25	2105	15002	68	7653
26	2104	15004	72	9171
27	2107	15004	70	7059
28	2107	15005	65	7998
29	2103	15005	70	8398
30	2105	15007	70	7996
no.	gen	evalFit	result	time(ms)
1	1	11	4	2
2	1	12	4	1
3	1	11	4	1
4	1	11	4	1
5	1	12	4	1
6	1	12	4	1
7	1	10	4	4
8	1	11	4	1
9	1	12	4	1
10	1	11	4	1
11	1	11	4	3
12	2131	15002	5	3216
13	1	12	4	1
14	1	12	4	1
15	1	11	4	1
16	1	11	4	1
17	1	12	4	0
18	1	10	4	0
19	1	12	4	3
20	1	12	4	1
21	1	11	4	1
22	1	11	4	1
23	1	11	4	1
24	2116	15001	5	2903
25	1	11	4	1
26	1	12	4	3
27	1	10	4	2
28	1	10	4	1
29	1	11	4	1
30	1	12	4	1
