no.	gen	evalFit	result	time(ms)
1	574	3463	30	297
2	348	2101	30	201
3	1001	6040	30	506
4	2488	15004	29	1173
5	1401	8453	30	632
6	2488	15005	29	1062
7	579	3494	30	258
8	1802	10869	30	783
9	838	5057	30	362
10	1094	6598	30	471
11	734	4429	30	316
12	2488	15005	29	1061
13	1011	6100	30	435
14	1832	11048	30	802
15	2488	15004	29	1049
16	2301	13881	30	987
17	406	2452	30	181
18	803	4846	30	337
19	1688	10180	30	718
20	562	3392	30	244
21	1801	10866	30	771
22	657	3964	30	286
23	308	1862	30	134
24	2488	15004	29	1056
25	405	2444	30	175
26	168	1017	30	79
27	2455	14807	30	1057
28	344	2077	30	155
29	1641	9896	30	697
30	315	1902	30	144
N	R	field	yita	Up	TRIAL	pop	K1	K2	Gm	MUI	best	mean	worst	evalFit	ok%	avgT(ms)
220	20	118	3.68614	30	30	3	5	5	100	0.5	30	29.8333	29	7542	83.3333%	547.633
