no.	gen	evalFit	result	time(ms)
no.	gen	evalFit	result	time(ms)
no.	gen	evalFit	result	time(ms)
no.	gen	evalFit	result	time(ms)
no.	gen	evalFit	result	time(ms)
no.	gen	evalFit	result	time(ms)
no.	gen	evalFit	result	time(ms)
no.	gen	evalFit	result	time(ms)
no.	gen	evalFit	result	time(ms)
no.	gen	evalFit	result	time(ms)
no.	gen	evalFit	result	time(ms)
no.	gen	evalFit	result	time(ms)
1	158	956	3	228
2	115	696	3	173
3	174	1051	3	236
4	132	799	3	186
5	134	811	3	192
6	151	913	3	209
7	145	877	3	190
8	150	907	3	189
9	154	931	3	198
10	114	690	3	157
11	145	877	3	188
12	92	556	3	131
13	141	853	3	185
14	99	598	3	139
15	91	550	3	127
16	104	629	3	147
17	97	587	3	141
18	101	610	3	145
19	127	770	3	166
20	139	839	3	201
21	139	841	3	182
22	92	558	3	130
23	132	799	3	176
24	176	1063	3	231
25	150	907	3	203
26	98	592	3	141
27	131	793	3	174
28	154	931	3	214
29	97	586	3	137
30	88	532	3	123
N	R	field	yita	Up	TRIAL	pop	K1	K2	Gm	MUI	best	mean	worst	evalFit	ok%	avgT(ms)
1000	4	2448	6.70206	3	30	3	5	5	100	0.5	3	3	3	770	100%	174.633
no.	gen	evalFit	result	time(ms)
no.	gen	evalFit	result	time(ms)
1	133	805	3	182
2	162	979	3	208
3	90	545	3	126
4	223	1348	3	279
5	94	568	3	133
6	100	604	3	138
7	144	871	3	191
8	100	604	3	141
9	149	902	3	202
10	148	895	3	194
11	154	929	3	206
12	148	893	3	206
13	128	775	3	183
14	110	666	3	161
15	135	817	3	182
16	81	490	3	116
17	98	592	3	137
18	144	871	3	190
19	130	789	3	173
20	149	901	3	194
21	189	1139	3	248
22	95	574	3	135
23	100	606	3	138
24	140	847	3	190
no.	gen	evalFit	result	time(ms)
no.	gen	evalFit	result	time(ms)
1	147	889	3	202
2	157	949	3	216
3	112	678	3	158
4	156	941	3	212
5	93	564	3	131
6	167	1009	3	224
7	89	538	3	131
8	151	913	3	206
9	146	883	3	214
10	90	544	3	135
11	118	714	3	167
12	129	781	3	177
13	147	889	3	204
14	93	562	3	135
15	299	1804	3	405
16	141	855	3	188
17	131	793	3	189
18	157	951	3	214
19	108	653	3	154
20	116	702	3	162
21	99	599	3	141
22	100	604	3	141
23	140	847	3	188
24	108	653	3	148
25	99	598	3	143
26	81	490	3	116
27	86	521	3	123
28	149	901	3	205
29	117	707	3	169
30	86	520	3	121
N	R	field	yita	Up	TRIAL	pop	K1	K2	Gm	MUI	best	mean	worst	evalFit	ok%	avgT(ms)
1000	4	2448	6.70206	3	30	3	5	5	100	0.5	3	3	3	768	100%	177.3
no.	gen	evalFit	result	time(ms)
1	99	598	3	140
2	140	847	3	189
3	112	677	3	161
4	96	580	3	142
5	133	805	3	179
6	99	598	3	139
7	153	927	3	199
8	96	580	3	137
9	150	907	3	200
10	95	574	3	138
11	100	605	3	141
12	133	805	3	193
13	156	945	3	214
14	140	847	3	192
15	113	684	3	165
16	121	731	3	182
17	86	520	3	125
18	141	853	3	199
19	128	775	3	188
20	143	865	3	196
21	185	1117	3	259
22	126	763	3	186
23	129	779	3	190
24	150	907	3	201
25	132	801	3	192
26	128	775	3	183
27	139	841	3	194
28	93	562	3	134
29	131	793	3	207
30	139	842	3	220
N	R	field	yita	Up	TRIAL	pop	K1	K2	Gm	MUI	best	mean	worst	evalFit	ok%	avgT(ms)
1000	4	2448	6.70206	3	30	3	5	5	100	0.5	3	3	3	763	100%	179.5
no.	gen	evalFit	result	time(ms)
1	127	769	3	391
2	93	562	3	281
3	87	528	3	277
4	93	563	3	290
5	119	720	3	359
6	109	660	3	349
7	155	939	3	421
8	92	557	3	296
9	144	871	3	433
10	132	798	3	434
11	127	769	3	424
12	144	871	3	467
13	98	592	3	338
14	149	901	3	459
15	126	763	3	490
16	131	793	3	452
17	156	943	3	464
18	90	544	3	315
19	92	556	3	345
20	136	823	3	466
21	124	751	3	397
22	100	604	3	325
no.	gen	evalFit	result	time(ms)
1	122	737	3	175
2	156	943	3	207
3	155	937	3	206
4	132	799	3	177
5	136	823	3	184
6	98	592	3	138
7	93	562	3	128
8	127	771	3	178
9	166	1002	3	232
10	165	997	3	222
11	94	568	3	135
12	141	853	3	202
13	142	859	3	201
14	96	580	3	152
15	133	805	3	190
16	144	871	3	203
17	129	781	3	183
18	135	817	3	191
19	100	604	3	150
20	134	811	3	196
21	112	677	3	175
22	140	847	3	195
23	142	859	3	206
24	132	800	3	188
25	141	853	3	209
26	152	919	3	222
27	125	759	3	177
28	95	574	3	146
29	91	550	3	134
30	146	885	3	217
N	R	field	yita	Up	TRIAL	pop	K1	K2	Gm	MUI	best	mean	worst	evalFit	ok%	avgT(ms)
1000	4	2448	6.70206	3	30	3	5	5	100	0.5	3	3	3	781	100%	183.967
no.	gen	evalFit	result	time(ms)
1	124	749	3	169
2	96	580	3	136
3	97	588	3	136
4	123	743	3	170
5	164	993	3	219
6	136	824	3	182
7	137	830	3	184
8	131	794	3	175
9	160	968	3	220
10	94	568	3	133
11	139	841	3	186
12	134	811	3	179
13	158	956	3	207
14	92	556	3	135
15	120	727	3	170
16	156	943	3	226
17	156	943	3	218
18	166	1003	3	223
19	132	799	3	186
20	134	811	3	187
21	156	944	3	212
22	116	701	3	166
23	167	1009	3	230
24	134	811	3	186
25	121	733	3	179
26	154	931	3	216
27	152	919	3	205
28	97	586	3	137
29	132	800	3	186
30	185	1117	3	247
N	R	field	yita	Up	TRIAL	pop	K1	K2	Gm	MUI	best	mean	worst	evalFit	ok%	avgT(ms)
1000	4	2448	6.70206	3	30	3	5	5	100	0.5	3	3	3	819	100%	186.833
no.	gen	evalFit	result	time(ms)
1	294	1798	3	381
2	407	2492	3	515
3	424	2600	3	528
4	155	949	3	229
5	198	1210	3	268
6	94	573	3	137
7	151	924	3	208
8	166	1018	3	244
9	125	764	3	169
10	117	715	3	181
11	136	829	3	203
12	98	598	3	139
13	134	823	3	195
14	139	847	3	193
15	115	700	3	163
16	111	679	3	167
17	499	3057	3	596
