no.	gen	evalFit	result	time(ms)
1	468	2818	25	3682
2	537	3238	25	3796
3	817	4924	25	5617
4	594	3581	25	4154
5	487	2936	25	3609
6	484	2913	25	3656
7	497	2995	25	3737
8	452	2721	25	3375
9	476	2868	25	3542
10	426	2566	25	3319
11	836	5040	25	5685
12	588	3542	25	4164
13	421	2537	25	3233
14	540	3253	25	3774
15	566	3409	25	4069
16	615	3707	25	4322
17	554	3342	25	4256
18	763	4601	25	5197
19	471	2841	25	3546
20	620	3735	25	4436
21	432	2604	25	3282
22	776	4676	25	5406
23	1004	6052	25	6700
24	466	2806	25	3621
25	515	3106	25	3763
26	443	2671	25	3427
27	507	3058	25	3932
28	529	3191	25	4165
29	471	2836	25	3673
30	487	2936	25	3780
N	R	field	yita	Up	TRIAL	pop	K1	K2	Gm	MUI	best	mean	worst	evalFit	ok%	avgT(ms)
1200	8	2500	3.86039	25	30	3	5	5	100	0.5	25	25	25	3383	100%	4097.27
