no.	gen	evalFit	result	time(ms)
1	46	281	12	12
2	60	364	12	13
3	35	214	12	10
4	163	986	12	37
5	35	215	12	9
6	48	294	12	15
7	87	525	12	24
8	87	526	12	22
9	40	246	12	13
10	74	450	12	20
11	62	376	12	17
12	25	154	12	8
13	75	455	12	19
14	54	329	12	14
15	65	394	12	19
16	78	472	12	22
17	70	424	12	22
18	33	202	12	9
19	351	2121	12	97
20	139	841	12	36
21	61	372	12	18
22	73	444	12	18
23	102	619	12	25
24	25	154	12	7
25	74	448	12	20
26	29	179	12	8
27	209	1265	12	53
28	31	190	12	8
29	88	532	12	22
30	121	735	12	29
N	R	field	yita	Up	TRIAL	pop	K1	K2	Gm	MUI	best	mean	worst	evalFit	ok%	avgT(ms)
100	20	118	4.18879	12	30	3	5	5	100	0.5	12	12	12	493	100%	21.5333
