no.	gen	evalFit	result	time(ms)
1	22	136	8	8
2	24	148	8	9
3	22	138	8	10
4	23	142	8	9
5	23	142	8	8
6	25	154	8	10
7	21	130	8	9
8	23	143	8	9
9	25	154	8	10
10	26	160	8	9
11	26	161	8	8
12	26	160	8	9
13	20	124	8	9
14	24	149	8	11
15	27	168	8	12
16	24	148	8	11
17	22	136	8	10
18	24	149	8	11
19	22	136	8	9
20	25	155	8	10
21	23	143	8	11
22	24	148	8	10
23	23	144	8	8
24	24	148	8	10
25	29	178	8	12
26	21	130	8	9
27	25	156	8	10
28	23	142	8	10
29	23	142	8	9
30	24	148	8	9
N	R	field	yita	Up	TRIAL	pop	K1	K2	Gm	MUI	best	mean	worst	evalFit	ok%	avgT(ms)
180	15	90	6.36173	8	30	3	5	5	100	0.5	8	8	8	147	100%	9.63333
