no.	gen	evalFit	result	time(ms)
1	48	292	13	27
2	42	258	13	26
3	42	257	13	32
4	46	280	13	27
5	45	276	13	31
6	41	250	13	27
7	40	244	13	27
8	41	250	13	29
9	43	262	13	28
10	41	252	13	29
11	41	251	13	27
12	46	280	13	32
13	44	269	13	33
14	42	256	13	28
15	47	286	13	32
16	48	293	13	33
17	46	282	13	32
18	43	262	13	30
19	49	298	13	29
20	44	268	13	26
21	45	274	13	24
22	40	244	13	24
23	47	286	13	29
24	47	286	13	30
25	48	292	13	27
26	47	286	13	25
27	46	280	13	27
28	46	281	13	27
29	48	293	13	28
30	43	262	13	23
N	R	field	yita	Up	TRIAL	pop	K1	K2	Gm	MUI	best	mean	worst	evalFit	ok%	avgT(ms)
300	15	90	6.52485	13	30	3	5	5	100	0.5	13	13	13	271	100%	28.3
