no.	gen	evalFit	result	time(ms)
1	3842	23133	117	242877
2	4382	26384	117	290077
3	4980	30002	116	320498
4	3276	19729	117	230735
5	3402	20475	117	236427
6	4076	24544	117	265945
7	3438	20704	117	239795
8	3703	22297	117	249938
9	3850	23185	117	258343
10	3501	21076	117	238050
11	3375	20319	117	229747
12	3921	23611	117	249567
13	4577	27571	117	292314
14	3777	22752	117	250833
15	4203	25311	117	273231
16	4981	30001	116	314415
17	3798	22863	117	259781
18	3559	21433	117	255659
19	3379	20342	117	239340
20	3402	20486	117	242761
21	3901	23492	117	265785
22	4901	29525	117	318320
23	3607	21724	117	251769
24	3610	21745	117	247075
25	4009	24139	117	273200
26	3711	22340	117	252362
27	3328	20028	117	232673
28	3564	21454	117	244061
29	4641	27953	117	300659
30	3418	20575	117	228663
N	R	field	yita	Up	TRIAL	pop	K1	K2	Gm	MUI	best	mean	worst	evalFit	ok%	avgT(ms)
10000	8	2500	6.87391	117	30	3	5	5	100	0.5	117	116.933	116	23306	93.3333%	259830
no.	gen	evalFit	result	time(ms)
1	4982	30005	182	407338
2	4981	30004	182	418132
3	4983	30001	182	418035
4	4982	30004	182	418269
5	4984	30005	183	417831
6	4983	30004	180	417172
7	4984	30002	183	407389
8	4983	30003	183	390316
9	4981	30001	183	393105
10	4982	30001	182	1002337
11	4983	30004	179	410984
12	4983	30004	181	420851
13	4983	30002	181	408035
14	4982	30006	180	422199
15	4983	30005	183	449843
16	4981	30003	183	448146
17	4984	30006	181	448637
18	4983	30002	180	469428
19	4984	30001	184	474437
20	4984	30006	179	453333
21	4983	30006	183	441171
22	4980	30001	180	418934
23	4983	30002	182	445032
24	4983	30003	181	441869
25	4982	30001	181	427044
26	4983	30004	183	454348
27	4982	30004	180	437083
28	4982	30005	180	433186
29	4982	30004	179	438856
30	4983	30006	182	430617
N	R	field	yita	Up	TRIAL	pop	K1	K2	Gm	MUI	best	mean	worst	evalFit	ok%	avgT(ms)
10000	8	2500	4.30079	187	30	3	5	5	100	0.5	184	181.467	179	30003	0%	448799
no.	gen	evalFit	result	time(ms)
1	4982	30001	178	392313
2	4622	27840	179	366495
3	4430	26677	179	354519
4	4983	30006	178	391190
5	4577	27554	179	366927
