no.	gen	evalFit	result	time(ms)
6	4296	25874	179	347256
7	4306	25925	179	350282
8	4984	30006	178	387876
9	4301	25896	179	341579
10	4356	26227	179	350354
11	4982	30005	178	387625
12	4172	25118	179	340822
13	4983	30004	178	398396
14	4820	29023	179	382131
15	4145	24946	179	339776
16	4947	29794	179	382553
17	4197	25259	179	342625
18	4924	29659	179	380964
19	4003	24085	179	325878
20	4984	30005	178	384753
21	4981	30002	178	385164
22	4110	24748	179	333850
23	4982	30004	178	389530
24	4981	30002	178	390997
25	4982	30006	178	395738
26	4801	28905	179	383185
27	4601	27701	179	366981
28	4985	30005	178	386785
29	4982	30002	178	389046
30	4855	29245	179	383723
N	R	field	yita	Up	TRIAL	pop	K1	K2	Gm	MUI	best	mean	worst	evalFit	ok%	avgT(ms)
10000	8	2500	4.493	179	30	3	5	5	100	0.5	179	178.6	178	28150	60%	370644
no.	gen	evalFit	result	time(ms)
1	3301	19873	158	268995
2	3153	18988	158	252200
3	3656	22022	158	278269
4	3429	20643	158	264534
5	3168	19059	158	248264
6	3093	18613	158	242700
7	3249	19554	158	251555
8	3050	18347	158	240707
9	4501	27116	158	322583
10	3138	18884	158	245806
11	3490	21018	158	265110
12	3084	18561	158	242350
13	3142	18909	158	243197
14	3113	18743	158	243733
15	3701	22291	158	276259
16	3501	21081	158	263065
17	3173	19103	158	245762
18	3103	18689	158	242410
19	3501	21081	158	265197
20	3627	21840	158	271337
21	3073	18495	158	241227
22	3253	19586	158	251121
23	3801	22883	158	283018
24	3501	21080	158	265337
25	3901	23495	158	285804
26	3278	19726	158	251905
27	3664	22060	158	273428
28	3512	21154	158	268179
29	2998	18048	158	237554
30	3033	18250	158	240527
N	R	field	yita	Up	TRIAL	pop	K1	K2	Gm	MUI	best	mean	worst	evalFit	ok%	avgT(ms)
10000	8	2500	5.09018	158	30	3	5	5	100	0.5	158	158	158	20306	100%	259071
no.	gen	evalFit	result	time(ms)
1	4985	30005	210	382595
2	4983	30002	208	381285
3	4984	30001	208	383771
4	4983	30004	208	381922
5	4984	30002	206	380036
6	4984	30005	211	383476
7	4983	30002	210	384984
8	4986	30002	207	379605
9	4984	30005	210	376422
10	4986	30005	210	383261
11	4983	30002	207	388786
12	4985	30004	209	384186
13	4986	30006	209	398981
14	4982	30003	208	380817
15	4984	30001	207	380142
16	4984	30006	210	378532
17	4984	30002	208	380591
18	4983	30001	206	378478
19	4985	30004	207	375702
20	4986	30002	209	374901
21	4984	30004	210	376628
22	4984	30002	205	373089
23	4985	30006	210	376607
24	4983	30006	208	374002
25	4982	30003	208	375497
26	4986	30005	210	374241
27	4985	30002	210	374803
28	4983	30004	211	374029
29	4983	30002	211	376035
30	4985	30006	210	374006
N	R	field	yita	Up	TRIAL	pop	K1	K2	Gm	MUI	best	mean	worst	evalFit	ok%	avgT(ms)
10000	8	2500	3.67236	219	30	3	5	5	100	0.5	211	208.7	205	30003	0%	379580
no.	gen	evalFit	result	time(ms)
1	4983	30004	191	401271
2	4985	30006	193	386731
3	4984	30005	193	384918
4	4984	30003	194	383883
5	4984	30005	192	387433
6	4983	30005	193	381752
7	4982	30001	192	386186
8	4983	30003	193	379889
9	4986	30006	192	378359
10	4985	30004	193	382758
11	4983	30004	194	390069
12	4984	30004	193	385932
13	4984	30004	194	380995
14	4984	30001	192	378969
15	4982	30001	192	379621
16	4984	30002	191	384514
17	4982	30002	191	380226
18	4984	30002	191	380289
19	4984	30006	193	377507
20	4984	30003	193	390831
21	4986	30003	193	390974
22	4983	30005	190	379537
23	4982	30001	191	387910
24	4981	30001	194	384291
25	4984	30002	193	382774
26	4981	30001	194	386729
27	4983	30006	190	384439
28	4985	30006	192	385139
29	4982	30003	192	379738
30	4984	30004	193	378817
N	R	field	yita	Up	TRIAL	pop	K1	K2	Gm	MUI	best	mean	worst	evalFit	ok%	avgT(ms)
10000	8	2500	4.1033	196	30	3	5	5	100	0.5	194	192.4	190	30003	0%	384083
no.	gen	evalFit	result	time(ms)
1	4243	25545	182	339932
2	4104	24704	182	329655
3	4983	30006	181	383992
4	4983	30001	181	380879
5	4491	27035	182	351262
6	4801	28908	182	371780
7	4982	30001	180	384271
8	3984	23987	182	320228
9	4001	24085	182	320596
10	4601	27702	182	355822
11	4260	25644	182	337084
12	4901	29507	182	380358
13	4823	29040	182	379702
14	4983	30005	181	404327
15	4781	28788	182	380332
N	R	field	yita	Up	TRIAL	pop	K1	K2	Gm	MUI	best	mean	worst	evalFit	ok%	avgT(ms)
10000	8	2500	4.41894	182	15	3	5	5	100	0.5	182	181.667	180	27663	73.3333%	361348
no.	gen	evalFit	result	time(ms)
1	3474	20912	174	298061
2	4276	25739	174	344764
3	3734	22472	174	309928
4	4201	25302	174	368462
5	4901	29522	174	400342
6	3743	22525	174	309864
7	4050	24389	174	338197
8	3801	22895	174	314766
9	4003	24112	174	327680
10	3697	22253	174	310266
11	3948	23759	174	324895
12	4001	24087	174	330816
13	4934	29712	174	391631
14	4001	24086	174	328519
15	3852	23189	174	315855
N	R	field	yita	Up	TRIAL	pop	K1	K2	Gm	MUI	best	mean	worst	evalFit	ok%	avgT(ms)
10000	8	2500	4.62211	174	15	3	5	5	100	0.5	174	174	174	24330	100%	334270
no.	gen	evalFit	result	time(ms)
1	4982	30002	181	392993
2	4983	30006	182	390772
3	4983	30006	178	391885
4	4981	30001	181	394147
5	4984	30001	182	391852
6	4650	27998	183	372310
7	4983	30004	182	387172
8	4983	30002	182	389821
9	4983	30002	182	386983
10	4982	30003	178	385015
11	4984	30006	181	388581
12	4981	30002	182	388321
13	4965	29900	183	386285
14	4982	30001	182	385365
15	4822	29045	183	375429
N	R	field	yita	Up	TRIAL	pop	K1	K2	Gm	MUI	best	mean	worst	evalFit	ok%	avgT(ms)
10000	8	2500	4.3948	183	15	3	5	5	100	0.5	183	181.467	178	29798	20%	387129
no.	gen	evalFit	result	time(ms)
1	4964	29896	181	396996
2	4702	28298	181	377663
3	4136	24903	181	333184
4	4211	25354	181	337591
5	4049	24382	181	328168
6	4401	26506	181	355087
7	4702	28308	181	374494
8	4982	30003	180	384045
9	4537	27309	181	362517
10	4296	25869	181	341926
11	4701	28313	181	364304
12	4688	28223	181	362716
13	4627	27857	181	355410
14	4984	30005	180	386705
15	4701	28309	181	364582
N	R	field	yita	Up	TRIAL	pop	K1	K2	Gm	MUI	best	mean	worst	evalFit	ok%	avgT(ms)
10000	8	2500	4.44336	181	15	3	5	5	100	0.5	181	180.867	180	27569	86.6667%	361693
no.	gen	evalFit	result	time(ms)
1	4980	30001	188	387567
2	4983	30006	185	385254
3	4983	30006	185	378411
4	4985	30003	187	375989
5	4701	28305	189	360477
6	4983	30006	188	378008
7	4984	30005	188	374475
8	4982	30004	187	376333
9	4983	30001	188	376906
10	4984	30002	187	376801
N	R	field	yita	Up	TRIAL	pop	K1	K2	Gm	MUI	best	mean	worst	evalFit	ok%	avgT(ms)
10000	8	2500	4.25528	189	10	3	5	5	100	0.5	189	187.2	185	29833	10%	377022
no.	gen	evalFit	result	time(ms)
1	4527	27263	179	350294
2	4502	27113	179	348152
3	4061	24450	179	319951
4	4405	26524	179	339415
5	4575	27549	179	352728
6	4572	27523	179	351903
7	4983	30003	178	374717
8	4383	26395	179	336745
9	4984	30004	178	374732
10	4189	25225	179	324227
11	4983	30004	177	372906
12	4829	29069	179	365988
13	4590	27641	179	351321
14	4575	27556	179	348867
15	4201	25294	179	326724
16	4685	28218	179	357110
17	4601	27705	179	350231
18	4701	28299	179	358252
19	4984	30006	178	375963
20	3860	23237	179	306610
21	4983	30005	178	376837
22	4028	24244	179	317794
23	4983	30006	178	376087
24	4982	30006	178	373219
25	4982	30004	178	374531
26	4983	30002	178	375936
27	4915	29600	179	370018
28	4015	24160	179	313308
29	4982	30006	178	373991
30	4948	29790	179	373051
N	R	field	yita	Up	TRIAL	pop	K1	K2	Gm	MUI	best	mean	worst	evalFit	ok%	avgT(ms)
10000	8	2500	4.493	179	30	3	5	5	100	0.5	179	178.633	177	27896	66.6667%	353720
no.	gen	evalFit	result	time(ms)
1	4247	25568	180	333381
2	4401	26501	180	342512
3	4795	28868	180	366574
4	4861	29270	180	366950
5	4982	30006	179	378131
6	4983	30005	179	379757
7	4833	29104	180	367576
8	4755	28626	180	364094
9	4319	26004	180	334145
10	4378	26366	180	339918
11	4984	30005	179	374318
12	4982	30005	178	376119
13	4604	27727	180	1299289
14	4982	30001	179	384141
15	4723	28427	180	378488
16	4686	28203	180	388849
17	4749	28587	180	375140
18	4394	26439	180	360014
19	4376	26353	180	382220
20	4769	28717	180	397788
21	4984	30001	179	382313
22	4616	27793	180	374888
23	4585	27602	180	398368
24	4510	27151	180	379937
25	4601	27706	180	411940
26	4584	27596	180	389604
27	4468	26902	180	372184
28	4328	26069	180	377587
29	4401	26502	180	375854
30	4694	28261	180	405993
N	R	field	yita	Up	TRIAL	pop	K1	K2	Gm	MUI	best	mean	worst	evalFit	ok%	avgT(ms)
10000	8	2500	4.46804	180	30	3	5	5	100	0.5	180	179.767	178	28012	80%	405269
no.	gen	evalFit	result	time(ms)
1	3001	18055	155	289729
2	3533	21273	155	316230
3	2810	16908	155	238812
4	3701	22297	155	300047
5	3272	19692	155	269635
6	3608	21724	155	280375
7	3402	20491	155	271257
8	3079	18537	155	251233
9	2993	18015	155	246152
10	2914	17549	155	242267
11	3022	18191	155	249218
12	3201	19262	155	258238
13	2996	18025	155	247433
14	3383	20368	155	268109
15	3223	19408	155	259559
16	4501	27111	155	330299
17	3002	18074	155	245646
18	3346	20142	155	265165
19	3271	19694	155	261008
20	3323	20006	155	263251
21	3001	18067	155	246739
22	3190	19204	155	256742
23	2875	17308	155	239108
24	3301	19866	155	264249
25	3169	19078	155	256472
26	3901	23497	155	297781
27	2993	18018	155	245501
28	3601	21682	155	280075
29	2996	18033	155	246512
30	3501	21080	155	273808
N	R	field	yita	Up	TRIAL	pop	K1	K2	Gm	MUI	best	mean	worst	evalFit	ok%	avgT(ms)
10000	8	2500	5.18869	155	30	3	5	5	100	0.5	155	155	155	19688	100%	265355
