no.	gen	evalFit	result	time(ms)
1	99	598	18	31
2	219	1326	18	73
3	101	614	18	37
4	93	564	18	33
5	513	3097	18	172
6	236	1426	18	82
7	91	550	18	32
8	186	1123	18	61
9	150	907	18	51
10	129	783	18	38
11	178	1075	18	53
12	186	1123	18	62
13	109	661	18	42
14	185	1118	18	57
15	208	1260	18	67
16	192	1161	18	66
17	47	285	18	20
18	139	840	18	47
19	158	955	18	55
20	201	1216	18	63
21	63	383	18	20
22	54	328	18	21
23	110	668	18	36
24	274	1654	18	82
25	298	1799	18	94
26	185	1117	18	61
27	104	631	18	39
28	53	321	18	19
29	386	2329	18	117
30	73	443	18	24
N	R	field	yita	Up	TRIAL	pop	K1	K2	Gm	MUI	best	mean	worst	evalFit	ok%	avgT(ms)
140	20	118	3.90954	18	30	3	5	5	100	0.5	18	18	18	1011	100%	55.1667
