no.	gen	evalFit	result	time(ms)
no.	gen	evalFit	result	time(ms)
1	2103	15006	36	5255
2	2103	15005	37	5386
3	2102	15006	32	4288
4	2104	15001	36	3680
5	2101	15007	36	3493
6	2102	15006	38	3198
7	2103	15001	35	3937
8	2102	15005	37	5263
9	2101	15003	40	4227
10	2101	15002	35	5272
11	2103	15007	37	5142
12	2103	15005	38	5618
13	2102	15002	38	4739
14	2104	15003	35	5617
15	2102	15003	36	4409
16	2102	15003	38	5884
17	2103	15004	39	5577
18	2102	15006	39	4598
19	2102	15004	38	4620
20	2102	15001	40	4147
21	2103	15003	37	3042
22	2102	15006	37	4558
23	2104	15005	39	3745
24	2103	15002	39	3410
25	2104	15005	37	4671
26	2104	15007	39	4599
27	2103	15006	37	4639
28	2103	15004	38	3389
29	2103	15007	37	4419
30	2103	15007	38	4245
no.	gen	evalFit	result	time(ms)
no.	gen	evalFit	result	time(ms)
1	2124	15006	3	2529
2	1	12	2	2
3	1	11	2	1
4	1	11	2	2
5	1	10	2	2
6	1	11	2	1
7	1	11	2	2
no.	gen	evalFit	result	time(ms)
1	1	12	2	1
2	2130	15007	3	2765
3	1	10	2	1
4	1	12	2	2
5	2129	15005	3	3909
6	1	11	2	3
7	2119	15007	3	2357
8	1	11	2	2
9	1	11	2	1
10	2125	15003	3	1397
11	2103	15005	3	825
12	1	11	2	0
13	1	12	2	0
14	1	12	2	1
15	1	10	2	0
16	1	12	2	0
17	1	12	2	0
18	2143	15007	3	1565
19	2127	15007	3	839
20	2113	15005	3	802
21	1	12	2	1
22	1	12	2	0
23	1	11	2	0
24	2133	15004	3	583
25	1	11	2	0
26	1	11	2	1
27	1	11	2	1
28	1	10	2	1
29	2115	15001	3	820
30	1	11	2	0
